CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,BBL
41380885,MAMA TINA'S PIZZA,Manhattan,2649,FRDERICK DOUGLASS BOULEVARD,,2123682820,Pizza,2024-10-16,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,22.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50129114,PRIMOS BAKERY CAFE,Queens,4718/20,JUNCTION BLVD,11368,7182713183,Bakery Products/Desserts,2025-01-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2025-01-03,2025-10-17,Cycle Inspection / Initial Inspection,,,
41304897,SWEET TALK,Brooklyn,457,THRID AVENUE,,7184993400,American,2023-01-27,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12.0,A,2023-01-27,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,3.0
41395342,"CITI FIELD - MISTER SOFTEE, STAND 131",Queens,0,126 STREET & ROOSEVELT AVENUE,,7185958100,Frozen Desserts,2024-09-20,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11.0,A,2024-09-20,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50040217,AFRICA KINE,Manhattan,2267,ADAM CLAYTON POWELL JR BOULEVARD,,2126669400,African,2024-08-22,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,57.0,,,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
41580023,SAGE,Brooklyn,299301,GRAHAM AVENUE,,7182186644,Thai,2023-06-13,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,26.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50075767,OCEANSIDE GRILL @ NEW YORK AQUARIUM,Brooklyn,BOARDWALK,WEST 8TH ST,,7182654415,Hamburgers,2018-08-22,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7.0,A,2018-08-22,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
40876618,BIJAN'S,Brooklyn,7981,HOYT STREET,,7188555574,American,2024-09-03,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,2024-09-03,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,3.0
50135176,MCDONALDS,Queens,,TERMINAL 1,11430,5165870171,Hamburgers,2023-05-11,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2023-05-11,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
41560849,CIRCLE LINE MANHATTAN,Manhattan,0,WEST 42 STREET,,2126308889,American,2023-11-30,Violations were cited in the following area(s).,19-07,"Failure to maintain a sufficient supply of single-use, non-compostable plastic straws.",Not Critical,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,1.0
50101626,Cafe JJ,Queens,23059,INTERNATIONAL AIRPORT CENTER BLVD,,7185532905,American,2022-07-15,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,0.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50047192,TROPICAL GRILL RESTAURANT,Manhattan,2145-2151,ADAM CLAYTON POWEL BLVD,,2125310233,Latin American,2023-03-22,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,2023-03-22,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50118684,SAITO,Manhattan,70 72,KENMARE ST,10012,6462809086,Japanese,2023-03-23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,16.0,N,,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
50122470,SEA TO SOUL,Manhattan,2058,ADAM CLAYTON POWELL JR BOULEVARD,,2129359000,Soul Food,2023-11-22,Violations were cited in the following area(s).,15-21,"Flavored tobacco products sold, offered for sale",Not Applicable,,,,2025-10-17,Smoke-Free Air Act / Initial Inspection,0.0,0.0,1.0
40723910,MUNCHINETTE,Brooklyn,1738,SHEEPSEAD BAY ROAD,,7183325463,American,2022-01-13,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,28.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50101317,THE FLO KISS,Manhattan,1802,65TH STREET TRANVERSE,,6466453020,,,,,,Not Applicable,,,,2025-10-17,,0.0,0.0,1.0
40594677,KABOOZ'S BAR & GRILLE,Manhattan,0,AMTRAK LEVEL,,2127600848,American,2025-09-23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2025-09-23,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50140702,DUNKIN,Bronx,71,MAJOR DEEGAN SOUTH,,5164727100,Coffee/Tea,2025-01-27,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,15.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
50001854,DUNKIN,Manhattan,2264,FREDERICK DOUGLASS BOULEVARD,,6465978172,Donuts,2023-02-02,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,24.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50103157,Ouaga,Manhattan,2280,ADAM CLAYTON POWELL JR BOULEVARD,,9174637042,Bottled Beverages,2021-12-15,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,2021-12-15,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
40958170,SOHO HOUSE,Manhattan,2935,9 AVENUE,,2126279800,American,2025-05-07,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2025-05-07,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50049514,BRASS RIZ & GRILL EXPRESS,Queens,227-02/08,LINDEN BLVD,,9175570106,Creole,2023-06-22,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,78.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50066463,CAFE 53,Manhattan,1301,AVE OF TH AMER,,2123507441,American,2025-04-02,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,13.0,A,2025-04-02,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41718673,BAREBURGER,Brooklyn,145149,COURT ST,,3475296673,Hamburgers,2024-01-08,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,52.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50104590,DUNKIN DONUTS (PRESECURITY),Queens,1,CENTRAL TERMINAL,,7037237264,Donuts,2024-01-25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,2024-01-25,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,4.0
40557901,LA ISLA CUCHIFRITOS,Bronx,15221524,WESTCHESTER AVENUE,,7188937591,Latin American,2024-01-29,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,20.0,,,2025-10-17,Cycle Inspection / Compliance Inspection,0.0,0.0,2.0
50119514,PEBBLE BAR,Manhattan,1240,AVE OF TH AMER,,7189098636,American,2023-07-10,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,5.0,A,2023-07-10,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
40380164,CUCHIFRITOS,Bronx,158,E. 188 TH ST,,7183674500,Spanish,2022-01-24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16.0,B,2022-01-24,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,2.0
50098725,SWEETGREEN,Manhattan,7,PENNSLYVANIA PLAZA,,6469924200,Salads,2022-07-28,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2022-07-28,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50053320,COCO FRESH TEA & JUICE,Queens,3701B,82ND ST,,7185339496,Coffee/Tea,2024-10-28,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2024-10-28,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
40825908,POLANCO RESTAURANT BBQ,Manhattan,2421,ADAM CLAYTON POWELL JR B,,2128621090,Latin American,2022-02-09,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41510846,218 RESTAURANT,Manhattan,218220,GRAND STREET,,2122268039,Chinese,2025-04-21,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,19.0,B,2025-04-21,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50137981,CENTRAL PARK BOATHOUSE CAFE,Manhattan,0,E 72ND ST,,2125172233,Continental,2023-10-10,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,31.0,,,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
40958170,SOHO HOUSE,Manhattan,2935,9 AVENUE,,2126279800,American,2023-04-21,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,20.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50033699,ANGEL OF HARLEM,Manhattan,2272,FREDERICK DOUGLASS BOULEVARD,,2127252353,Caribbean,2024-10-17,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2024-10-17,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50139834,OASIS JIMMA JUICE BAR,Manhattan,1053,ST NICOLAS AVE,,9173798330,"Juice, Smoothies, Fruit Salads",2025-04-15,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,23.0,N,,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
41600160,STARBUCKS,Manhattan,11011109,AVENUE OF THE AMERICAS,,2123823917,Coffee/Tea,2024-12-06,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,19.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50047418,CHEZ MATY ET SOKHNA,Manhattan,2249,ADAM CLAYTON POWELL JR BOULEVARD,,2123685005,African,2022-09-13,Violations were cited in the following area(s).,10H,"Single service article not provided.  Single service article reused or not protected from contamination when transported, stored, dispensed.  Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,42.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50075375,ATOMIC WINGS,Manhattan,2090,FREDERICK DOUGLASS BOULEVARD,,2126662904,Chicken,2022-10-05,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,13.0,A,2022-10-05,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
40380164,CUCHIFRITOS,Bronx,158,E. 188 TH ST,,7183674500,Spanish,2024-07-29,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,2.0
41244032,ESTRELLITA POBLANA # 1,Bronx,22272231,WESTCHESTER AVENUE,,7185187425,Mexican,2022-06-23,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2  hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,0.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
50001285,Y & B ENTERTAINMENT MANOR,Queens,3509,PRINCE STRRET,,7188881778,Korean,2019-06-28,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,34.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41304673,KEVIN'S,Brooklyn,277,VAN BRUNT AVENUE,,7185968335,American,2019-06-20,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,32.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50128969,TURKISH BAZAAR,Manhattan,1802,65TH ST TRANSVERSE,,7742714983,Other,2023-12-20,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,20.0,N,,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
50107047,KING BARKA,Manhattan,2733,FREDERICK DOUGLASS BOULEVARD,,3476418572,Caribbean,2023-02-28,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,16.0,B,2023-02-28,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50115119,JANNAT ADEN RESTAURANT,Bronx,2620,AVENUE Z,,7185004894,Middle Eastern,2025-07-09,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,27.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
40909205,STARBUCKS,Manhattan,0,GRAND CENTRAL STATION TERMINAL,,2123704161,Coffee/Tea,2025-06-17,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,24.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41543970,PAUSE CAFE,Manhattan,3,CLINTON SREET,,2126775415,Middle Eastern,2023-05-25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,15.0,B,2023-05-25,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50112427,HAPPY CANTEEN,Brooklyn,1801C,AVENUE U,,6462678950,Japanese,2025-06-26,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,37.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
40659101,LUCKY HOUSE CHINESE KITCHEN,Brooklyn,343345,LEWIS AVENUE,,7184432298,Chinese,2025-09-18,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,51.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50105605,LALIBELA ETHIOPIAN RESTAURANT,Manhattan,2084,FREDERICK DOUGLASS BOULEVARD,,9178819775,Ethiopian,2023-04-05,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50150855,STARBUCKS (TCCD),Queens,,TERMINAL C CONCOURSE D,11371,2159970667,,,,,,Not Applicable,,,,2025-10-17,,,,
41304897,SWEET TALK,Brooklyn,457,THRID AVENUE,,7184993400,American,2022-04-08,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,22.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50111311,CANTINA TAQUERIA & TEQUILIA BAR,Manhattan,2099,FREDERICK DOUGLASS BOULEVARD,,7577549410,Mexican,2023-08-16,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,27.0,B,2023-08-16,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
40682609,VIA BRASIL,Manhattan,3436,WEST   46 STREET,,2129971158,Brazilian,2024-07-29,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,69.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50122470,SEA TO SOUL,Manhattan,2058,ADAM CLAYTON POWELL JR BOULEVARD,,2129359000,Soul Food,2023-11-22,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,24.0,N,,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
50159852,DAILY GROCERY,Bronx,1201,LELAND AVE,,9174716834,Other,2025-04-29,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,51.0,C,2025-04-29,2025-10-17,Pre-permit (Operational) / Re-inspection,0.0,0.0,2.0
41680485,FLAMINGO RESTAURANT AND MANTRA LOUNGE,Queens,1200406,ROCKAWAY BLVD,,7188351000,Indian,2024-05-08,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,2024-05-08,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41127647,BURRITO BAR,Brooklyn,307311,FLATBUSH AVENUE,,7182308646,Tex-Mex,2025-02-07,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,7.0,A,2025-02-07,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,3.0
41709587,PEACHES GRAND,Brooklyn,4143,CLIFTON PLACE,,7186389500,Seafood,2023-06-21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10.0,A,2023-06-21,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
41395388,AMAZIN CHICKEN CO,Queens,0,126TH ST & ROOSEVELT AVENUE,,7185958100,American,2025-09-13,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,12.0,A,2025-09-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50040217,AFRICA KINE,Manhattan,2267,ADAM CLAYTON POWELL JR BOULEVARD,,2126669400,African,2024-04-30,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,25.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41668282,ROSEMARY'S,Manhattan,1820,GREENWICH AVENUE,,2126471818,Italian,2025-07-17,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,23.0,Z,2025-07-17,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50066463,CAFE 53,Manhattan,1301,AVE OF TH AMER,,2123507441,American,2025-04-02,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13.0,A,2025-04-02,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50128822,STARBUCKS,Queens,,AIRPORT TERMINAL B,11371,9292253192,Coffee/Tea,2023-04-18,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,6.0,A,2023-04-18,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
40380164,CUCHIFRITOS,Bronx,158,E. 188 TH ST,,7183674500,Spanish,2025-01-07,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,11.0,A,2025-01-07,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
50033660,RUSTY'S FLAVOR,Manhattan,2261,ADAM CLAYTON POWELL JR BOULEVARD,,2123683403,Caribbean,2022-06-27,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,0.0,A,2022-06-27,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50104768,ZARO'S,Queens,1,CENTRAL TERMINAL,,7185549550,Sandwiches,2024-05-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,2024-05-22,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50115119,JANNAT ADEN RESTAURANT,Bronx,2620,AVENUE Z,,7185004894,Middle Eastern,2025-07-09,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,27.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
41085105,BROADWAY AU LAIT,Manhattan,307072,BROADWAY,,2128658429,Vegetarian,2022-03-07,Violations were cited in the following area(s).,10C,Lighting Inadequate,Not Critical,5.0,A,2022-03-07,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41459621,GINO'S BRICK OVEN PIZZA & TRATTORIA,Brooklyn,548550,FLATBUSH AVENUE,,7182871277,Pizza,2024-05-23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11.0,A,2024-05-23,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
40387418,TAL BAGELS DELI,Manhattan,975979,FIRST AVENUE,,2127539080,Bagels/Pretzels,2025-07-14,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,26.0,Z,2025-07-14,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50125095,JUICED HARLEM,Manhattan,2470B,FREDERICK DOUGLASS BOULEVARD,,7163376579,American,2024-09-11,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,25.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50075707,TAVERNA KYCLADES,Queens,39-28/30,BELL BLVD,,7186312000,Seafood,2023-04-19,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,2023-04-19,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50043566,ROW HOUSE,Manhattan,2128,FREDERICK DOUGLASS BOULEVARD,,2122560019,American,2022-07-28,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,34.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41109381,DOMINO'S,Manhattan,2554,ADAM CLAYTON POWELL JR BOULEVARD,,2122831100,Pizza,2022-01-10,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,30.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50098716,EATALY NY LLC (KIOSK),Manhattan,999,BROADWAY,,3124685154,Pizza,2022-06-15,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,0.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
