CAMIS,Name,MostRecentInspDate,GRADE,INSPECTION TYPE,SCORE
50131838,LTD PIZZA,2023-08-17,A,Pre-permit (Operational) / Re-inspection,10.0
50148864,SAUTEED,2024-12-04,A,Pre-permit (Operational) / Re-inspection,12.0
41225392,BAYARD'S ALEHOUSE,2024-03-19,A,Cycle Inspection / Re-inspection,12.0
41160010,CHEFFY TWO RESTAURANT,2025-03-21,A,Cycle Inspection / Initial Inspection,13.0
50095141,SUSHI & CO,2024-11-07,nan,Trans Fat / Initial Inspection,
50095141,SUSHI & CO,2024-11-07,A,Cycle Inspection / Initial Inspection,12.0
50071440,MITAD DEL MUNDO BAR RESTAURANT,2024-01-02,A,Cycle Inspection / Initial Inspection,8.0
41347625,"EAT & GO ISTANBUL, NEW YORK",2024-08-28,A,Cycle Inspection / Initial Inspection,10.0
41567468,AMC THEATRES,2024-07-18,A,Cycle Inspection / Initial Inspection,8.0
50130299,GEN KOREAN BBQ HOUSE,2024-07-09,A,Cycle Inspection / Initial Inspection,13.0
50120877,SONIC,2024-06-25,A,Cycle Inspection / Initial Inspection,6.0
50119194,KABOB SHACK,2025-06-18,A,Cycle Inspection / Initial Inspection,11.0
41631799,PARM,2023-10-03,A,Cycle Inspection / Initial Inspection,6.0
50102896,KENNEDY FRIED CHICKEN,2025-05-13,A,Cycle Inspection / Initial Inspection,11.0
41435077,DUNKIN,2024-04-29,A,Cycle Inspection / Initial Inspection,5.0
41551299,FREDDY'S BAR,2025-02-04,A,Cycle Inspection / Re-inspection,10.0
50016150,BUTTAH,2024-09-11,A,Cycle Inspection / Initial Inspection,6.0
41005946,MIKE'S OAKWOOD DINER,2025-07-10,A,Cycle Inspection / Initial Inspection,13.0
50129272,MATTO ESPRESSO,2025-02-05,A,Cycle Inspection / Re-inspection,5.0
50131308,Coffee Bar/Atrium,2024-09-12,A,Cycle Inspection / Initial Inspection,7.0
50104187,RAMEN JIN,2024-01-11,A,Cycle Inspection / Initial Inspection,2.0
50068320,PIPPALI,2022-08-01,Z,Cycle Inspection / Reopening Inspection,10.0
50140964,GOOD EATS BAKESHOP,2024-09-13,A,Pre-permit (Operational) / Re-inspection,3.0
40393519,DOWN THE HATCH,2024-12-12,A,Cycle Inspection / Initial Inspection,12.0
50150215,7TH STREET BURGER,2024-05-16,A,Pre-permit (Operational) / Initial Inspection,13.0
40721162,CONTINENTAL LUNCHEONETTE & DELI,2025-01-15,A,Cycle Inspection / Initial Inspection,8.0
50146790,BOMBAY GRILL,2025-07-15,A,Cycle Inspection / Re-inspection,7.0
50151142,YUANYANG,2025-03-12,A,Pre-permit (Operational) / Initial Inspection,13.0
41271274,UNCLE LOUIE G'S ITALIAN ICES & ICE CREAM,2025-08-07,A,Cycle Inspection / Initial Inspection,5.0
50099812,ADORE,2023-04-07,A,Cycle Inspection / Initial Inspection,7.0
50051365,SABROSURA,2024-12-18,A,Cycle Inspection / Re-inspection,12.0
50035125,UPTOWN JUICE & VEG,2025-05-20,A,Cycle Inspection / Initial Inspection,11.0
50108034,MAMAN,2024-10-22,A,Cycle Inspection / Initial Inspection,13.0
50006479,SILVER RICE,2024-09-29,A,Cycle Inspection / Initial Inspection,4.0
40401422,BROADWAY DIVE,2024-06-13,A,Cycle Inspection / Initial Inspection,9.0
50110881,LITTLE REBEL,2024-12-06,A,Cycle Inspection / Initial Inspection,10.0
50144473,CAFFE SETTE BELLO,2025-08-21,A,Cycle Inspection / Re-inspection,5.0
50105204,OST CAFE,2024-09-20,A,Cycle Inspection / Initial Inspection,10.0
41707407,GLENDALE DINER,2024-10-11,A,Cycle Inspection / Initial Inspection,13.0
50111196,GONG CHA,2024-11-19,A,Cycle Inspection / Re-inspection,7.0
50067514,ED'S ELBOW ROOM,2019-05-07,A,Cycle Inspection / Initial Inspection,2.0
50129172,RUTLAND HALAL GRILL,2023-11-06,A,Pre-permit (Operational) / Initial Inspection,5.0
50044533,LEGEND'S ROOM - OA3070,2025-02-01,A,Cycle Inspection / Initial Inspection,0.0
50128261,EL MEXICANO RESTAURANT #5,2024-09-16,A,Cycle Inspection / Initial Inspection,13.0
41466245,ATLIXCO BAKERY & DELI,2024-06-10,A,Cycle Inspection / Re-inspection,9.0
50125079,TASTY CARIBBEAN BUFFET & MORE,2025-04-14,A,Cycle Inspection / Initial Inspection,13.0
41452504,NIGHT°,2023-10-05,A,Cycle Inspection / Initial Inspection,11.0
50115431,RED PIPES CAFE,2024-08-28,A,Cycle Inspection / Re-inspection,13.0
50005984,LA NONNA RISTORANTE & BAR,2025-07-22,A,Cycle Inspection / Initial Inspection,12.0
50131796,Kennedy Fried Chicken,2024-11-25,A,Cycle Inspection / Re-inspection,13.0
50126944,MITR THAI,2024-11-25,B,Cycle Inspection / Re-inspection,20.0
50148508,RANCHO TULCINGO RESTAURANT,2024-04-10,A,Pre-permit (Operational) / Initial Inspection,12.0
50105430,Juice & Tings,2025-03-04,A,Cycle Inspection / Initial Inspection,7.0
50108352,POPEYES,2025-06-04,A,Cycle Inspection / Initial Inspection,12.0
50105377,LE PAIN QUOTIDIEN,2025-01-02,A,Cycle Inspection / Re-inspection,12.0
50062888,KATZ'S DELICATESSEN (DEKALB MARKET),2025-06-11,A,Cycle Inspection / Initial Inspection,7.0
50002521,JADE PALACE,2025-02-10,B,Cycle Inspection / Re-inspection,20.0
50123806,ARCOBALENO,2025-04-07,A,Pre-permit (Operational) / Initial Inspection,13.0
41330366,SUBWAY,2025-04-04,A,Cycle Inspection / Initial Inspection,5.0
50000348,GINO'S PIZZA EXPRESS,2024-04-29,A,Cycle Inspection / Initial Inspection,5.0
41155290,CHIPOTLE MEXICAN GRILL,2024-10-09,A,Cycle Inspection / Initial Inspection,2.0
50073898,BOUCHERIE,2023-11-20,A,Cycle Inspection / Initial Inspection,10.0
50133823,LIFESTYLE 1104 JUICE BAR,2024-10-08,A,Cycle Inspection / Initial Inspection,9.0
50139266,ADRIENNES,2023-08-14,A,Pre-permit (Operational) / Initial Inspection,13.0
50140389,THE LIFE OF RILEY,2024-07-23,A,Pre-permit (Operational) / Initial Inspection,8.0
50095306,SPARK,2024-05-02,A,Cycle Inspection / Initial Inspection,4.0
50007971,EL PITALLITO RESTAURANT,2024-05-16,B,Cycle Inspection / Re-inspection,22.0
50100370,BREEZY HILL ORCHARD,2023-12-11,A,Cycle Inspection / Initial Inspection,7.0
50122016,STATEN ISLAND FERRY HAWKS/TASTE OF SHAOLIN,2025-08-10,A,Pre-permit (Operational) / Initial Inspection,10.0
50089785,HENRY'S END,2024-04-05,A,Cycle Inspection / Initial Inspection,7.0
50151379,SHOO LOONG KAN,2025-03-04,A,Pre-permit (Operational) / Re-inspection,12.0
50148755,WEY'S WAY JUICE BAR,2024-08-06,A,Pre-permit (Operational) / Initial Inspection,10.0
50104521,DAIGO SUSHI ROLL BAR,2024-05-20,A,Cycle Inspection / Initial Inspection,12.0
50145369,HILLTOP TAVERN,2024-07-25,A,Pre-permit (Operational) / Re-inspection,12.0
50001861,"DUNKIN', 'BASKIN ROBBINS",2025-06-30,A,Cycle Inspection / Re-inspection,9.0
41311804,ESQUIRE DINER,2024-08-08,A,Cycle Inspection / Initial Inspection,12.0
50001062,ZZ CLAM BAR,2025-07-09,A,Cycle Inspection / Initial Inspection,7.0
50146477,PUTTERY,2025-02-26,A,Cycle Inspection / Initial Inspection,13.0
50099521,BANHMIGOS,2024-10-29,A,Cycle Inspection / Initial Inspection,7.0
50141733,MUNCH N' OUT,2025-01-21,A,Cycle Inspection / Re-inspection,4.0
50069545,TUNG TUNG RESTAURANT INC,2024-07-01,A,Cycle Inspection / Initial Inspection,13.0
41602657,WAT'S ON YOUR PLATE,2025-08-12,A,Cycle Inspection / Initial Inspection,13.0
50146402,REFRESH CO,2024-10-15,A,Pre-permit (Operational) / Re-inspection,5.0
50107732,FAN FAN DOUGHNUTS,2025-01-17,A,Cycle Inspection / Re-inspection,11.0
41289484,GREEN & ACKERMAN KOSHER DAIRY RESTAURANT & PIZZA,2023-02-17,B,Cycle Inspection / Re-inspection,27.0
50042411,TAM PO PO RAMEN,2024-11-19,A,Cycle Inspection / Re-inspection,12.0
50129819,BONDI SUSHI BAR,2025-07-18,A,Cycle Inspection / Initial Inspection,12.0
50070387,EMPANADAS MONUMENTAL,2024-08-14,A,Cycle Inspection / Initial Inspection,7.0
50125538,FUN GALAXY,2024-07-20,A,Cycle Inspection / Initial Inspection,12.0
50135600,LA CABRA,2025-06-27,A,Cycle Inspection / Initial Inspection,7.0
50109092,MILK & HOPS,2024-10-09,A,Cycle Inspection / Initial Inspection,10.0
41168754,KELLARI TAVERNA,2024-12-18,B,Cycle Inspection / Re-inspection,14.0
50075719,LA IGUANA AZUL RESTAURANT,2023-12-18,A,Cycle Inspection / Re-inspection,10.0
50151764,ALL'ANTICO VINAIO,2024-08-14,A,Pre-permit (Operational) / Initial Inspection,6.0
50165880,RED MOUNTAIN NOODLE HOUSE,2025-05-06,A,Pre-permit (Operational) / Initial Inspection,13.0
50052863,HANOVER GOURMET DELI,2025-02-05,A,Cycle Inspection / Re-inspection,8.0
50153522,UNCLE LOUIE G'S ITALIAN ICE AND ICE CREAM,2024-08-19,A,Pre-permit (Operational) / Initial Inspection,5.0
40547874,ALIBI CLUB,2024-12-18,A,Cycle Inspection / Re-inspection,13.0
50077756,ISLAND TRINI BURGER,2024-06-12,A,Cycle Inspection / Initial Inspection,12.0
50164667,TEAZZI TEA SHOP,2025-03-20,A,Pre-permit (Operational) / Initial Inspection,12.0
50105868,CAFE VOLKAN,2025-05-28,nan,Administrative Miscellaneous / Initial Inspection,
50105868,CAFE VOLKAN,2025-05-28,A,Cycle Inspection / Initial Inspection,10.0
50046370,THE CHEESECAKE FACTORY,2025-08-18,A,Cycle Inspection / Re-inspection,7.0
50146193,POKE BOWL,2025-07-22,A,Cycle Inspection / Re-inspection,9.0
50052209,22 STR CONCESSION STAND,2019-06-07,A,Cycle Inspection / Initial Inspection,4.0
50140160,"CHARTWELLS AT PACE, 6TH FLOOR",2025-06-20,A,Cycle Inspection / Initial Inspection,2.0
50044585,BAR GARDEN,2025-02-01,A,Cycle Inspection / Initial Inspection,0.0
50073333,UPTOWN MARKET,2024-08-28,A,Cycle Inspection / Initial Inspection,7.0
50122064,KRUNCHY CUERITOS,2024-12-26,A,Cycle Inspection / Re-inspection,13.0
50115203,HUNAN NOODLES (STE 102),2023-08-29,A,Pre-permit (Operational) / Re-inspection,12.0
41611667,SERVICE BAR 7,2024-06-06,A,Cycle Inspection / Initial Inspection,5.0
50092790,QUALITY BISTRO,2024-07-12,A,Cycle Inspection / Initial Inspection,9.0
50117747,SANT AMBROEUS GELATERIA,2024-09-16,A,Cycle Inspection / Initial Inspection,8.0
40401066,SALAM,2022-11-21,A,Cycle Inspection / Initial Inspection,13.0
41611720,BEACON THEATRE (LOGE STAIRS BAR),2019-06-06,A,Cycle Inspection / Initial Inspection,5.0
40377294,MCDONALD'S,2024-11-19,A,Cycle Inspection / Initial Inspection,7.0
50082141,KUNG FU TEA,2025-07-17,A,Cycle Inspection / Initial Inspection,7.0
50165267,OLD MATES,2025-03-17,A,Pre-permit (Operational) / Initial Inspection,2.0
40705931,FAMILY MEAL AT BLUE HILL,2024-12-10,A,Cycle Inspection / Initial Inspection,13.0
41006035,OVERLOOK,2025-05-15,A,Cycle Inspection / Initial Inspection,13.0
41485818,MARINE PARK GOLF COURSE,2023-10-10,A,Cycle Inspection / Initial Inspection,12.0
41564956,RADIO CITY MUSIC HALL,2018-11-09,A,Cycle Inspection / Initial Inspection,3.0
50103255,HUSH,2023-05-01,A,Cycle Inspection / Re-inspection,5.0
41711527,DUNKIN,2024-09-16,A,Cycle Inspection / Initial Inspection,11.0
41348028,STOP AT THE STOP SWEET POT RESTAURANT & COCKTAIL,2024-06-03,A,Cycle Inspection / Initial Inspection,8.0
50044017,BLENDZVILLE CAFE,2025-05-16,nan,Administrative Miscellaneous / Initial Inspection,
50044017,BLENDZVILLE CAFE,2025-05-16,A,Cycle Inspection / Initial Inspection,7.0
50018775,ROSIE'S,2023-04-03,A,Cycle Inspection / Initial Inspection,10.0
50125601,BURGER & SHAKE CO,2025-08-26,A,Cycle Inspection / Re-inspection,11.0
50038000,HOP WON EXPRESS,2025-04-28,Z,Cycle Inspection / Re-inspection,18.0
50155857,LULU'S BAKERY,2025-05-12,A,Cycle Inspection / Re-inspection,2.0
50135743,BROOKLYN BAGEL & COFFEE CO.,2025-05-29,A,Cycle Inspection / Initial Inspection,13.0
50107058,KOTTI BERLINER DONER KEBAB,2024-12-11,A,Cycle Inspection / Initial Inspection,4.0
41316782,1 BANANA QUEEN,2025-01-21,A,Cycle Inspection / Re-inspection,11.0
50109795,Kennedy Fried Chicken and Pizza,2025-01-15,A,Cycle Inspection / Initial Inspection,10.0
50136624,SUBWAY,2024-11-01,A,Cycle Inspection / Initial Inspection,13.0
50045802,HAYATI,2025-01-09,A,Cycle Inspection / Re-inspection,12.0
50044720,TAO SUSHI CONCESSION/FRATELLI,2025-02-01,A,Cycle Inspection / Initial Inspection,2.0
50137734,124 OLD RABBIT CLUB,2024-12-06,A,Cycle Inspection / Initial Inspection,3.0
41316785,RALPH'S FAMOUS ITALIAN ICES,2023-06-06,A,Cycle Inspection / Initial Inspection,6.0
50120082,CABANA JORGE RESTAURANT,2024-08-29,B,Cycle Inspection / Re-inspection,20.0
50018322,PAPA JOHN'S,2024-07-02,A,Cycle Inspection / Initial Inspection,9.0
41694170,ANTICA PESA,2023-12-14,A,Cycle Inspection / Re-inspection,8.0
40395865,PIZZA NOSH,2023-09-01,A,Cycle Inspection / Re-inspection,7.0
50151747,BLACKSTONE CLUB,2025-03-26,A,Pre-permit (Operational) / Initial Inspection,8.0
41160375,REGGIANO'S II,2025-01-06,Z,Cycle Inspection / Re-inspection,27.0
40750262,MARRIOTT MARQUIS - Main Kitchen/5th Floor Emplyee Cafe,2024-10-17,A,Cycle Inspection / Initial Inspection,5.0
50152484,HALAL GRILL EAT,2024-09-23,A,Pre-permit (Operational) / Re-inspection,2.0
50160339,BITES OF XIAN 88,2025-01-15,Z,Pre-permit (Operational) / Reopening Inspection,4.0
50072645,PRONTO CAFE,2025-01-10,A,Cycle Inspection / Re-inspection,10.0
41120876,STILLWELL SOCCER SPORTS,2025-06-20,A,Cycle Inspection / Initial Inspection,12.0
50129742,CAFE LLAMA (FL 66),2023-09-20,A,Pre-permit (Operational) / Initial Inspection,8.0
41490544,BAR PITTI,2024-12-03,A,Cycle Inspection / Initial Inspection,13.0
50113280,SALMA LEBANESE RESTAURANT,2025-03-05,A,Cycle Inspection / Initial Inspection,12.0
50147134,MATTO ESPRESSO,2024-08-07,A,Pre-permit (Operational) / Initial Inspection,7.0
50063757,PEPE GIALLO,2023-12-06,A,Cycle Inspection / Initial Inspection,7.0
40612120,STARBUCKS,2025-05-14,A,Cycle Inspection / Initial Inspection,6.0
40955456,THE MERCER SUBMERCER,2019-03-16,A,Cycle Inspection / Initial Inspection,2.0
50087110,PAPA JOHN'S PIZZA,2024-08-22,A,Cycle Inspection / Re-inspection,12.0
50152153,SUBWAY,2024-08-05,A,Pre-permit (Operational) / Initial Inspection,8.0
40362432,HO MEI RESTAURANT,2024-11-12,A,Cycle Inspection / Re-inspection,9.0
50062815,NAPOLI PIZZA,2024-10-16,A,Cycle Inspection / Initial Inspection,12.0
50118593,DIM SUM SAM,2025-01-30,A,Cycle Inspection / Re-inspection,11.0
41629524,COMMONS CAFE,2024-07-02,A,Cycle Inspection / Initial Inspection,3.0
50146250,GOOGLE NYC SJT FL 9 CAFE,2024-05-23,A,Pre-permit (Operational) / Initial Inspection,8.0
50036890,NEW SHANGHAI TAN RESTAURANT,2023-06-26,Z,Cycle Inspection / Reopening Inspection,17.0
50127633,BRISA MARINA RESTAURANT,2023-11-13,A,Cycle Inspection / Initial Inspection,12.0
50105690,RALPH'S SPORTS BAR,2025-02-20,A,Cycle Inspection / Re-inspection,13.0
50040875,EDERLE TERRACE CAFE (seasonal May-Oct),2023-06-27,A,Cycle Inspection / Re-inspection,6.0
50015343,BOWERY MEAT COMPANY,2025-05-06,A,Cycle Inspection / Initial Inspection,11.0
50100574,MOONRISE BAKEHOUSE,2023-04-27,A,Cycle Inspection / Initial Inspection,2.0
50081785,SOBOL,2024-09-06,A,Cycle Inspection / Re-inspection,10.0
50163954,KENNEDY FRIED CHICKEN & SANDWICHES,2025-04-23,A,Pre-permit (Operational) / Initial Inspection,7.0
40388578,DIVE BAR,2024-01-31,A,Cycle Inspection / Initial Inspection,7.0
50018327,MOOT BAR,2024-09-09,A,Cycle Inspection / Initial Inspection,12.0
50042336,J & M KELLYS JAMAICAN & AMERICAN RESTAURANT,2025-05-01,A,Cycle Inspection / Re-inspection,9.0
50058469,MADMAN ESPRESSO,2024-12-09,A,Cycle Inspection / Initial Inspection,9.0
41331356,"DUNKIN',' BASKIN ROBBINS",2025-03-26,A,Cycle Inspection / Initial Inspection,2.0
40380996,SMILING PIZZA,2024-07-03,A,Cycle Inspection / Initial Inspection,13.0
40681290,L & M ITALIAN DELI & CATERING,2025-07-25,A,Cycle Inspection / Re-inspection,7.0
50004028,CHIPOTLE MEXICAN GRILL,2025-07-15,A,Cycle Inspection / Initial Inspection,9.0
50083453,BAYARD SUSHI,2025-05-15,A,Cycle Inspection / Initial Inspection,13.0
41540355,LITTLE CAESARS,2024-11-26,A,Cycle Inspection / Re-inspection,13.0
50097012,CHAI HWA RESTAURANT,2025-05-05,A,Cycle Inspection / Re-inspection,9.0
50136999,RAISING CANES #888,2024-02-06,A,Pre-permit (Operational) / Initial Inspection,4.0
50056770,ESSEN,2025-05-09,A,Cycle Inspection / Re-inspection,9.0
50135000,BRAVO PIZZA,2023-08-21,A,Pre-permit (Operational) / Initial Inspection,10.0
50162434,KINGS CRAB KITCHEN,2025-03-20,A,Pre-permit (Operational) / Re-inspection,12.0
50160260,MATTO ESPRESSO,2024-10-16,A,Pre-permit (Operational) / Initial Inspection,10.0
50014100,SUBWAY,2024-12-24,A,Cycle Inspection / Initial Inspection,12.0
50089761,FROZEN D LITE,2025-06-25,B,Cycle Inspection / Re-inspection,27.0
50103040,THE GREY DOG,2024-09-26,A,Cycle Inspection / Initial Inspection,8.0
50158583,HAINAN JONES,2025-01-08,A,Pre-permit (Operational) / Re-inspection,12.0
50117963,Four Four South Village,2025-07-24,A,Cycle Inspection / Initial Inspection,12.0
50078200,BLUE STRIPES,2024-08-27,A,Cycle Inspection / Re-inspection,10.0
41417417,EL PALO RESTAURANT,2023-08-18,B,Cycle Inspection / Re-inspection,26.0
41525379,BAR ITALIA,2025-07-01,A,Cycle Inspection / Re-inspection,12.0
50134448,SEA&SOIL,2024-07-12,A,Pre-permit (Operational) / Initial Inspection,12.0
50161364,FIVE STAR RESTAURANT,2025-04-29,A,Pre-permit (Operational) / Re-inspection,7.0
41591436,RESORTS WORLD CASINO GROUND LEVEL ( EMPLOYEE DINING),2025-02-06,A,Cycle Inspection / Re-inspection,0.0
50145486,KANSAS CHICKEN & BURGER,2024-04-03,A,Pre-permit (Operational) / Initial Inspection,5.0
50118572,AROMA COFFEE DELI,2025-01-13,A,Cycle Inspection / Initial Inspection,11.0
50040806,EFFY'S KITCHEN,2024-10-17,A,Cycle Inspection / Initial Inspection,10.0
50103689,BAKERS DOZEN BAGELS,2025-05-14,A,Cycle Inspection / Initial Inspection,9.0
50060266,ETSY,2024-03-28,A,Cycle Inspection / Re-inspection,13.0
50001826,TAQUERIA OAXACA,2024-04-29,A,Cycle Inspection / Initial Inspection,11.0
50133198,LOU LOU LOUNGE,2024-09-19,A,Pre-permit (Operational) / Re-inspection,10.0
50124436,ROWDY ROOSTER,2023-07-17,A,Pre-permit (Operational) / Initial Inspection,5.0
50144430,COFFEE CLOUD,2025-01-13,A,Cycle Inspection / Initial Inspection,12.0
50153301,OC SPORT LIFE,2024-12-18,A,Pre-permit (Operational) / Initial Inspection,13.0
50143546,GOTHAM BURGER SOCIAL CLUB,2025-05-15,A,Cycle Inspection / Initial Inspection,6.0
41090212,REBEL,2024-11-12,A,Cycle Inspection / Re-inspection,10.0
41404956,EL COYOTE RESTAURANT,2024-10-06,A,Cycle Inspection / Initial Inspection,10.0
40617224,C & C CATERING,2024-04-11,A,Cycle Inspection / Initial Inspection,2.0
50120787,FORD FOUNDATION-WORLD CAFE,2025-07-08,A,Cycle Inspection / Initial Inspection,12.0
50067257,SAJHOMA RESTAURANT,2024-09-03,A,Cycle Inspection / Re-inspection,12.0
50106626,COLD STONE CREAMERY,2024-04-16,A,Cycle Inspection / Initial Inspection,10.0
50056176,STATEN ISLAND FUN PARK,2022-08-25,A,Cycle Inspection / Initial Inspection,5.0
40391092,BELAIRE CAFE,2025-01-28,A,Cycle Inspection / Initial Inspection,4.0
41559193,SUBWAY,2025-01-17,A,Cycle Inspection / Initial Inspection,10.0
50076178,EAT ITALIAN,2024-05-09,A,Cycle Inspection / Initial Inspection,9.0
41647695,DUNKIN,2025-08-06,A,Cycle Inspection / Initial Inspection,6.0
41612461,DOMINIQUE ANSEL BAKERY,2024-06-11,A,Cycle Inspection / Initial Inspection,8.0
50147702,AHGASSI GOPCHANG,2025-06-05,A,Cycle Inspection / Initial Inspection,13.0
50133086,STARBUCKS,2024-10-29,A,Cycle Inspection / Initial Inspection,0.0
50127814,LAZY SUNDAES,2025-02-26,A,Cycle Inspection / Initial Inspection,12.0
41632050,RICHMOND BAGEL & GOURMET DELI,2024-03-05,A,Cycle Inspection / Initial Inspection,12.0
50167547,JUICI PATTIES,2025-05-20,A,Pre-permit (Operational) / Initial Inspection,13.0
50106939,CHIP CITY,2024-01-09,A,Cycle Inspection / Initial Inspection,2.0
50054129,FORDHAM U - A CRUST & BOAR'S HEAD,2024-02-05,A,Cycle Inspection / Initial Inspection,12.0
50150950,COURTLAND PIZZA,2024-05-15,A,Pre-permit (Operational) / Initial Inspection,9.0
50129195,KIM FAI,2023-11-15,Z,Pre-permit (Operational) / Reopening Inspection,2.0
50147630,BAR MADONNA,2024-08-09,A,Pre-permit (Operational) / Initial Inspection,9.0
50085657,SWEETGREEN,2024-04-10,A,Cycle Inspection / Initial Inspection,10.0
41472755,WOODHUL WINEBAR,2024-12-26,A,Cycle Inspection / Re-inspection,5.0
50136922,MCDONALD'S #10407,2024-12-05,A,Cycle Inspection / Initial Inspection,5.0
50056612,LENWICH,2024-03-06,A,Cycle Inspection / Initial Inspection,6.0
50057641,NORMA,2024-05-08,A,Cycle Inspection / Re-inspection,2.0
41712818,A LOVE FOR CAKES,2024-07-01,A,Cycle Inspection / Initial Inspection,12.0
50018025,SUBWAY,2025-01-30,A,Cycle Inspection / Initial Inspection,5.0
50141629,EL MEXICANO RESTAURANT CAFE & BAR,2025-07-23,A,Cycle Inspection / Initial Inspection,7.0
41248584,BENIHANA,2024-11-25,A,Cycle Inspection / Re-inspection,10.0
50164021,Bambino's Best Pizza,2025-07-30,A,Pre-permit (Operational) / Initial Inspection,12.0
41515855,EASTPOINT / DOWNTIME,2025-03-04,A,Cycle Inspection / Initial Inspection,10.0
50017198,PECAS Y ALGO MAS,2024-10-09,A,Cycle Inspection / Initial Inspection,11.0
40860723,PURITY DINER,2025-03-26,A,Cycle Inspection / Initial Inspection,9.0
40860723,PURITY DINER,2025-03-26,nan,Administrative Miscellaneous / Initial Inspection,
50073715,LIKE CAFE,2025-05-05,A,Cycle Inspection / Initial Inspection,2.0
50077989,EDO JAPANESE RESTAURANT,2025-05-06,A,Cycle Inspection / Initial Inspection,12.0
50015984,SHUKO,2025-07-08,A,Cycle Inspection / Initial Inspection,11.0
50113369,TAMARA'S JAMAICAN RESTAURANT,2025-03-17,A,Cycle Inspection / Initial Inspection,10.0
50094449,RUSS PIZZA,2025-04-24,A,Cycle Inspection / Re-inspection,12.0
40969350,STARBUCKS,2024-12-26,A,Cycle Inspection / Initial Inspection,4.0
40389807,CHAMP GOURMET,2025-07-17,A,Cycle Inspection / Re-inspection,13.0
41675367,J-M PIZZA II,2023-09-18,B,Cycle Inspection / Re-inspection,20.0
50127614,SERAFINA EXPRESS,2025-01-07,A,Cycle Inspection / Re-inspection,12.0
41406318,EL NUEVO BOHIO TROPICAL,2025-01-22,A,Cycle Inspection / Re-inspection,10.0
41305003,HOTEL DELMANO,2023-12-20,B,Cycle Inspection / Re-inspection,16.0
41712295,BEN'S PIZZA AND RESTAURANT,2023-10-19,A,Cycle Inspection / Re-inspection,13.0
41016441,JAMAICAN FLAVORS,2025-05-13,A,Cycle Inspection / Initial Inspection,5.0
50113042,DRAGON TOWN,2024-05-14,A,Cycle Inspection / Re-inspection,11.0
50126158,& SON,2024-02-20,A,Cycle Inspection / Re-inspection,12.0
50163034,NAKO,2025-03-31,A,Pre-permit (Operational) / Initial Inspection,2.0
50005405,ARIA,2023-02-23,A,Cycle Inspection / Re-inspection,10.0
41360734,GEE WHIZ DINER,2024-09-19,A,Cycle Inspection / Initial Inspection,9.0
41213444,GOOGLE 5BB,2024-07-10,A,Cycle Inspection / Initial Inspection,10.0
50108316,KFC,2024-03-19,A,Cycle Inspection / Re-inspection,8.0
41395407,"CITI FIELD PIG BEACH, STAND 135",2024-09-20,A,Cycle Inspection / Initial Inspection,11.0
50096185,MEXIKO/CARLOS & GABBYS/GRAZE SMOKE HOUSE/ROSA'S CHICKEN,2024-07-25,A,Cycle Inspection / Initial Inspection,11.0
50152159,CAFECITO SOCIAL,2025-06-20,A,Cycle Inspection / Initial Inspection,12.0
40403830,PRINCESS MANOR,2025-07-02,A,Cycle Inspection / Initial Inspection,2.0
41371276,GREAT WALL,2024-04-22,A,Cycle Inspection / Initial Inspection,2.0
50006230,SARKURA JAPAN,2024-10-22,A,Cycle Inspection / Initial Inspection,2.0
50068190,SUSHI ON JONES,2024-10-22,A,Cycle Inspection / Initial Inspection,8.0
50043918,"DUNKIN, BASKIN ROBBINS",2024-09-05,A,Cycle Inspection / Initial Inspection,5.0
50144156,BABKA BAILOUT,2023-12-14,A,Pre-permit (Operational) / Initial Inspection,5.0
50173611,TIGER BITES/STUDENT UNION KITCHEN,2025-08-27,A,Pre-permit (Operational) / Initial Inspection,13.0
50065042,KOTTI BERLINER DONER KEBAB,2025-06-11,A,Cycle Inspection / Initial Inspection,7.0
50115700,WENDY'S,2024-08-07,A,Cycle Inspection / Initial Inspection,13.0
40719059,PARK BAR,2024-11-19,A,Cycle Inspection / Initial Inspection,13.0
50107410,CRIOLLAS BAKED EMPANADAS,2025-02-12,A,Cycle Inspection / Re-inspection,12.0
41122892,TRINI BREAKFAST SHED II,2025-01-30,A,Cycle Inspection / Initial Inspection,8.0
50118141,BLANK STREET COFFEE,2024-05-21,A,Cycle Inspection / Initial Inspection,7.0
50033283,MAIELLA,2023-03-11,A,Cycle Inspection / Initial Inspection,13.0
50125283,KAFE NEO,2024-10-31,nan,Administrative Miscellaneous / Initial Inspection,
50125283,KAFE NEO,2024-10-31,A,Cycle Inspection / Initial Inspection,7.0
50117061,NG'S KITCHEN,2024-03-13,A,Cycle Inspection / Re-inspection,13.0
50059789,PASTELES CAPY,2024-10-07,A,Cycle Inspection / Initial Inspection,7.0
50144252,XING WANG RESTAURANT,2024-01-29,A,Pre-permit (Operational) / Initial Inspection,5.0
50066065,LAND OF PLENTY,2025-05-15,A,Cycle Inspection / Initial Inspection,7.0
50160852,DUNKIN DONUTS,2025-04-25,A,Pre-permit (Operational) / Initial Inspection,13.0
50084708,THE MONARCH THEATRE,2022-06-10,A,Cycle Inspection / Initial Inspection,7.0
50109445,DHANIA INDIAN FOOD,2025-01-07,A,Cycle Inspection / Re-inspection,12.0
50066749,VOCO AN IHG HOTEL,2024-07-17,A,Cycle Inspection / Initial Inspection,10.0
